,Jaccard_0,Jaccard_1,BMA - resident memory T cell_0,BMA - resident memory T cell_1,JEJEPI - naive T cell_0,JEJEPI - naive T cell_1,LLN - natural killer cell_0,LLN - natural killer cell_1,LNG - alveolar macrophage_0,LNG - alveolar macrophage_1,SPL - memory B cell_0,SPL - memory B cell_1,Description,Gene.set,Gene.set.color,gene.set,gene.set.color,ID
54,2.0549114,10.018614,-7.5480094,-20.322683,-3.5963237,-12.199911,-13.641966,-3.325963,4.476756,0.15264237,-1.9996811,0.27487338,P-body,GO-CC,#FF4500,GO-CC,#FF4500,GO:0000932
55,1.09746,10.645695,-5.744338,-17.366678,2.2853487,-5.4118633,-14.934959,-11.004991,2.9634535,-13.015914,-14.291648,1.1408163,outer kinetochore,GO-CC,#FF4500,GO-CC,#FF4500,GO:0000940
56,2.3345904,11.267248,-4.1017528,-16.133026,-3.3707047,-16.264812,-14.259093,-9.70897,2.88806,-13.446031,-14.464206,1.0514222,Prp19 complex,GO-CC,#FF4500,GO-CC,#FF4500,GO:0000974
57,2.716688,8.542232,-1.1457216,-20.639282,-4.4010186,-14.481517,-16.409004,-11.453519,1.2972494,-4.376708,-15.43776,2.034982,SAM complex,GO-CC,#FF4500,GO-CC,#FF4500,GO:0001401
58,3.4947813,7.3925214,4.057227,-20.608152,4.08669,-3.3748453,-18.20836,-11.621946,2.8710928,-13.425725,-12.388973,-0.7701064,microfibril,GO-CC,#FF4500,GO-CC,#FF4500,GO:0001527
59,1.6463475,9.0313015,-3.134588,-22.617586,-3.307824,-16.541693,-14.7115555,-9.814259,2.9161916,-13.42521,-14.225369,1.038541,cornified envelope,GO-CC,#FF4500,GO-CC,#FF4500,GO:0001533
60,3.4308443,10.834476,-7.6848,-20.824423,-3.333355,-13.16917,-15.92045,-8.010497,2.1867218,4.3670144,-4.90063,0.18138374,fibrillar center,GO-CC,#FF4500,GO-CC,#FF4500,GO:0001650
61,0.23973496,9.214596,-4.9747496,-18.194807,-3.2356348,-16.767561,-14.468648,-10.247253,1.8873059,-12.70327,-14.27441,1.0436118,acrosomal vesicle,GO-CC,#FF4500,GO-CC,#FF4500,GO:0001669
62,0.98024493,10.776074,2.9731524,-21.176792,3.82624,-3.5688505,-18.219418,-11.301598,1.9502445,-12.809993,-14.172607,2.6349912,male germ cell nucleus,GO-CC,#FF4500,GO-CC,#FF4500,GO:0001673
63,1.0596611,9.435715,-6.228662,-22.926262,-5.8845315,-13.70407,-13.335363,-9.835222,0.88919187,-1.869841,-13.066044,3.7012122,stress fiber,GO-CC,#FF4500,GO-CC,#FF4500,GO:0001725
64,0.49564987,8.689688,-7.440459,-18.401163,-4.3673277,-10.495868,-13.854476,-4.0382104,0.81117785,-0.48091727,-9.680473,4.0309477,ruffle,GO-CC,#FF4500,GO-CC,#FF4500,GO:0001726
65,0.9463237,11.141888,0.1253383,-23.639797,1.4835268,-11.266816,-16.220032,-9.927487,1.9423623,-12.417207,-14.062728,1.7305768,XY body,GO-CC,#FF4500,GO-CC,#FF4500,GO:0001741
66,-0.6572172,9.247681,-3.7459812,-24.044867,0.20251739,-14.988926,-17.33071,-10.723882,0.5777969,-10.218801,-13.392352,3.4979367,photoreceptor outer segment,GO-CC,#FF4500,GO-CC,#FF4500,GO:0001750
67,1.3151082,8.289976,-5.5829673,-16.907124,-3.9095848,-16.330952,-14.146533,-9.978211,1.6558963,1.241158,-14.329709,1.0334541,immunological synapse,GO-CC,#FF4500,GO-CC,#FF4500,GO:0001772
68,1.3347199,7.4219904,-4.640359,-16.912004,-4.4879565,-15.791152,-14.513287,-10.18163,1.8325156,-12.882471,-14.402075,1.0187943,phagocytic cup,GO-CC,#FF4500,GO-CC,#FF4500,GO:0001891
69,-0.43841138,9.00308,-4.510566,-24.040977,-0.3184547,-15.166805,-16.913866,-10.404264,2.5790114,-13.354163,-14.219878,1.0635455,photoreceptor inner segment,GO-CC,#FF4500,GO-CC,#FF4500,GO:0001917
70,0.8974118,8.632204,-1.7695622,-23.03344,-4.006083,-11.077114,-16.651188,-11.171904,1.8810546,-12.698588,-14.937282,4.28442,uropod,GO-CC,#FF4500,GO-CC,#FF4500,GO:0001931
71,0.64118516,9.080068,-3.931435,-18.213692,-3.4825213,-16.654644,-14.242799,-10.085781,1.6176714,-12.795322,-14.913598,0.9722025,acrosomal membrane,GO-CC,#FF4500,GO-CC,#FF4500,GO:0002080
72,0.5841094,9.095721,-4.7600045,-18.266766,-3.4331522,-16.306307,-14.867214,-10.502687,2.4589872,-11.881877,-14.354835,1.1515592,podosome,GO-CC,#FF4500,GO-CC,#FF4500,GO:0002102
73,-0.071491525,9.526418,1.8499042,-20.864231,-2.0538661,-16.719318,-18.296427,-11.458904,2.7092597,-13.556116,-13.980462,0.91186535,manchette,GO-CC,#FF4500,GO-CC,#FF4500,GO:0002177
74,3.301928,8.156025,-5.657609,-17.271162,-3.585499,-16.53545,-14.908903,-10.4439535,2.8986263,-13.47854,-14.545844,1.0160022,palmitoyltransferase complex,GO-CC,#FF4500,GO-CC,#FF4500,GO:0002178
75,3.3879073,6.8271832,-2.1454554,-20.581985,-1.3815353,-16.399052,-14.780848,-10.346908,2.8237524,-13.190249,-14.478264,1.1449164,collagen trimer,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005581
76,3.4295297,7.1175804,-4.7087383,-16.47214,-3.672364,-16.037083,-14.624602,-9.523116,8.178967,2.555066,-14.1489525,1.1403241,basement membrane,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005604
77,2.2177644,9.29216,-5.742563,-20.720675,-4.202534,-12.984764,-13.265329,-1.0875866,3.7796664,-0.81622,-7.257165,1.1775082,nuclear envelope,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005635
78,0.16777103,10.6257515,-4.745407,-16.211926,-4.240204,-16.0034,-14.422099,-9.240765,3.1466496,-1.7316155,-13.832565,4.2076635,nuclear inner membrane,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005637
79,-0.40900758,10.589105,-4.4640627,-23.595493,-4.7507977,-9.910385,-15.593839,-10.358133,2.075061,-12.043738,-14.046868,3.9231186,integral component of nuclear inner membrane,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005639
80,-0.304712,10.305484,-5.413405,-16.731041,-2.1856856,-16.63744,-13.8833475,-11.897664,2.948981,-13.341854,-14.086627,0.86578035,nuclear outer membrane,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005640
81,1.5846174,8.196782,-5.3701997,-16.211521,-1.5233723,-16.651726,-14.5246105,-9.269951,2.663262,-13.403153,-14.417709,1.1090193,nuclear envelope lumen,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005641
82,2.0463173,9.843843,-5.05941,-22.110891,-4.174206,-12.252125,-14.215519,-9.82667,3.9046357,2.3290324,-13.826465,3.4205124,nuclear pore,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005643
83,2.1288,10.168734,-3.9696646,-17.428621,-0.7966123,-16.164124,-14.191238,-10.194183,3.1091802,-13.319908,-14.153705,1.1160688,nuclear lamina,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005652
84,2.2016335,10.919699,0.27431485,-21.440176,-4.6251454,-14.753282,-16.918726,-9.168889,1.0696793,-12.872278,-15.747492,3.0417225,replication fork,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005657
85,2.1254137,10.626127,-5.2823334,-23.578306,-4.7557473,-9.982047,-17.075289,-10.912131,1.6651616,-6.906929,-11.89542,5.276633,"RNA polymerase II, core complex",GO-CC,#FF4500,GO-CC,#FF4500,GO:0005665
86,2.3457797,10.729482,-5.051721,-23.606745,-0.67025363,-12.852993,-16.38947,-11.135479,1.6828216,-7.330191,-13.998787,3.7191799,RNA polymerase III complex,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005666
87,2.037658,10.956479,-6.824647,-20.773855,-2.490739,-11.977769,-12.311873,-4.279819,4.7129254,3.2332585,-3.6158862,3.4095728,transcription regulator complex,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005667
88,1.6516894,10.869354,-5.233557,-23.58854,-4.9303617,-9.93042,-17.262094,-10.412018,1.5364879,-6.909166,-11.626044,5.3606505,transcription factor TFIID complex,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005669
89,1.7674137,10.754298,-3.9322891,-23.737885,-4.2812605,-9.525553,-15.622454,-10.708728,2.222988,-11.63322,-13.631258,3.693479,transcription factor TFIIH holo complex,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005675
90,2.7508664,10.84258,0.03207157,-20.561409,-5.554199,-13.641848,-16.051378,-11.642479,2.6757193,-12.101779,-14.514735,2.1613164,anaphase-promoting complex,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005680
91,2.6317897,11.615766,0.26703703,-12.850636,0.33635274,-3.76638,-9.251741,0.02135929,-0.6384551,-3.3689923,-9.02945,-1.0033944,spliceosomal complex,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005681
92,1.7409817,12.085841,0.8024096,-12.47093,0.40922615,-3.4173295,-8.237053,0.5640695,-1.1731821,-4.239267,-9.729695,-1.5663604,U5 snRNP,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005682
93,2.159729,11.92672,0.48379612,-12.739599,0.38090524,-3.5204723,-8.724832,0.39203495,-1.0854939,-3.8721278,-9.471658,-1.2581193,U2-type spliceosomal complex,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005684
94,1.8239964,12.151507,0.71270233,-12.709428,0.25121072,-3.651506,-8.455077,0.5720234,-1.1700994,-4.3602366,-9.818404,-1.3003892,U1 snRNP,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005685
95,1.8550906,12.092903,0.650329,-12.42257,0.52340966,-3.3108125,-8.497507,0.6768644,-1.1389383,-4.1197867,-9.486353,-1.5329416,U2 snRNP,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005686
96,1.8257384,11.886279,0.77457106,-12.666799,0.3800453,-3.3626313,-8.369196,0.6473329,-1.2576723,-4.3148084,-9.777,-1.5316045,U4 snRNP,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005687
97,1.8525425,12.083472,0.6796477,-12.481306,0.58737594,-3.2623878,-8.474903,0.7177557,-1.2176504,-4.066538,-9.628294,-1.4987613,U12-type spliceosomal complex,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005689
98,2.1689126,10.887735,-6.903426,-20.66426,-2.8987412,-11.8912,-12.84255,-4.5780325,4.4592867,1.5261714,-3.5876803,2.6475046,chromosome,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005694
99,1.9118186,11.469862,-3.503439,-16.053385,-2.3531704,-16.552513,-14.885941,-9.900619,2.8867452,-13.1654215,-14.586724,1.2270757,telomerase holoenzyme complex,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005697
100,1.2334602,10.744939,-2.0627496,-23.542248,-4.25475,-14.957224,-16.988152,-11.104372,2.2644355,-11.702871,-15.068677,3.528552,pericentric heterochromatin,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005721
101,3.010868,10.676778,-6.82467,-20.16904,-3.0525844,-12.78992,-12.35266,-2.9437377,1.039395,3.3853934,-6.771317,3.2141435,nucleolus,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005730
102,3.0864453,10.947839,-2.9400308,-16.799223,-2.3991055,-16.570732,-14.792707,-10.244515,3.0250168,-13.195211,-14.453752,1.0385945,sno(s)RNA-containing ribonucleoprotein complex,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005732
103,2.2868912,10.565067,-5.04887,-23.647598,-0.41414535,-12.808616,-16.294846,-11.150088,1.7419734,-8.042785,-13.748954,4.2342844,RNA polymerase I complex,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005736
104,3.0044572,9.383575,-5.767152,-19.188738,-3.9860618,-13.843592,-12.073315,-2.7477129,1.828135,0.21406677,-5.8856654,3.7899027,mitochondrion,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005739
105,3.100459,9.386398,-5.4980054,-20.587051,-4.2530546,-14.0487,-13.539271,-1.443335,2.0278647,-1.1648631,-7.6105766,3.461046,mitochondrial envelope,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005740
106,2.3749237,9.004513,-5.0627694,-20.23418,-4.7082047,-13.923798,-13.390998,-1.0997181,2.3714762,-1.6752038,-7.522425,4.8972187,mitochondrial outer membrane,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005741
107,2.6237202,8.68852,-1.4012984,-21.070488,-4.3676314,-14.59191,-16.362232,-11.5886,1.230656,-4.255124,-15.528728,2.0018115,mitochondrial outer membrane translocase complex,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005742
108,3.4645424,9.5322275,-5.513781,-21.509584,-4.354333,-14.154201,-14.02275,-1.3630852,1.8112946,-2.3270133,-8.173222,3.8438008,mitochondrial inner membrane,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005743
109,2.958513,8.980818,-3.7785058,-16.772457,-2.9408257,-15.69259,-14.978004,-10.271521,2.9177418,-13.244554,-14.273017,1.208305,TIM23 mitochondrial import inner membrane translocase complex,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005744
110,3.2564602,9.729565,-5.0108604,-22.314428,-5.178073,-14.571867,-14.900533,-1.1757455,1.8763677,-3.8594775,-9.387541,4.631626,mitochondrial respirasome,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005746
111,3.271966,10.1140785,-5.1774144,-22.661188,-5.12015,-14.670338,-14.7657175,-0.94860196,1.9713391,-3.5927553,-8.978549,4.617114,mitochondrial respiratory chain complex I,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005747
112,2.9541492,9.542364,-3.9902034,-23.116076,-5.4173336,-14.148855,-16.420992,-8.205995,1.9382463,-4.5097756,-11.557547,4.245983,mitochondrial respiratory chain complex III,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005750
113,2.8899536,9.635059,-4.7941723,-22.551195,-5.410921,-14.430101,-15.323021,-1.5337152,1.947857,-4.1874905,-9.875414,4.7215962,mitochondrial respiratory chain complex IV,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005751
114,3.0930393,8.573803,-4.8244095,-23.939564,-3.5235772,-8.05393,-17.51741,-8.8061495,2.003628,-7.874986,-11.938622,4.287036,mitochondrial proton-transporting ATP synthase complex,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005753
115,3.0255299,9.173316,-1.5079782,-21.22957,-5.9477324,-12.313974,-14.981673,-8.683331,2.2488928,-1.8637692,-8.727389,2.76846,mitochondrial intermembrane space,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005758
116,3.64218,9.60635,-5.788184,-20.54661,-4.280154,-14.181266,-14.004588,-1.8694973,1.9067637,-1.821809,-8.020459,3.7343912,mitochondrial matrix,GO-CC,#FF4500,GO-CC,#FF4500,GO:0005759
