,Jaccard,Jaccard,CD8 T,CD8 T,B,B,Memory CD4 T,Memory CD4 T,CD14+ Mono,CD14+ Mono,Naive CD4 T,Naive CD4 T,Total weight,P,C1,C2,Multiplex PageRank,PageRank-Jaccard,gene set size,membership,ID,Description
15,9.478947,6.8259244,11.289816,-3.1131809,11.6956215,-6.0045047,17.373306,14.859765,9.573022,5.3372674,15.563357,-5.1481605,#5e4fa2,#c9314c,#b81e48,#ba2049,#a20643,#5e4fa2,#5e4fa2,#1f77b4,GO:0000082,G1/S transition of mitotic cell cycle
16,9.392925,6.7902355,12.553695,-7.3879046,15.041635,-11.676729,25.459356,16.345737,6.9891763,-0.70511943,17.997269,-12.26171,#5e4fa2,#cd364d,#e45549,#e85b48,#fed07e,#fecc7b,#5e4fa2,#ff7f0e,GO:0000083,regulation of transcription involved in G1/S transition of mitotic cell cycle
17,9.426547,6.916418,11.137871,-2.9910176,11.596037,-6.139138,17.30515,14.907483,9.59665,5.4372435,15.379105,-5.014629,#5e4fa2,#c1274a,#c52c4b,#c9314c,#9e0142,#5e4fa2,#5e4fa2,#1f77b4,GO:0000086,G2/M transition of mitotic cell cycle
18,5.2075872,3.0873873,14.365011,-9.2975235,14.095968,-10.02192,25.72235,18.215975,7.506221,-3.0357058,19.278082,-13.989205,#5e4fa2,#e55749,#df4e4b,#dd4a4c,#b81e48,#fdfebb,#5e4fa2,#ff7f0e,GO:0000096,sulfur amino acid metabolic process
19,5.120398,3.133264,14.46953,-9.623252,14.075689,-9.952897,25.721285,18.159801,7.051109,-3.0497036,19.284094,-13.953804,#5e4fa2,#a90d45,#e45549,#e75948,#5e4fa2,#feeda1,#5e4fa2,#ff7f0e,GO:0000097,sulfur amino acid biosynthetic process
20,9.909413,5.058117,12.51307,-2.7872963,11.654792,-4.8875895,18.522055,15.912442,9.259716,4.5258865,16.867306,-5.08214,#5e4fa2,#d0384e,#be254a,#c1274a,#eef8a4,#5e4fa2,#5e4fa2,#1f77b4,GO:0000122,negative regulation of transcription by RNA polymerase II
21,8.930332,6.042373,13.648804,-8.586168,14.663121,-10.499016,24.74748,16.386438,6.2796082,-2.2760873,18.57402,-12.968884,#5e4fa2,#b61b48,#e2514a,#e3534a,#5e4fa2,#a7dba4,#5e4fa2,#ff7f0e,GO:0000132,establishment of mitotic spindle orientation
22,6.7934957,7.3095613,12.974069,-9.459124,10.079702,-5.7007456,20.722712,16.674301,5.944432,-2.0652442,16.85404,-8.05047,#5e4fa2,#b61b48,#d9444d,#d23a4e,#9e0142,#fff1a8,#5e4fa2,#9467bd,GO:0000154,rRNA modification
23,10.907328,4.6743307,13.132018,-2.5527096,12.165847,-4.4147425,18.85908,16.14725,10.4366045,3.510371,17.122845,-5.874005,#5e4fa2,#b11747,#bc2249,#bc2249,#5e4fa2,#5e4fa2,#5e4fa2,#1f77b4,GO:0000165,MAPK cascade
24,7.125673,7.031599,11.992993,-3.7171998,10.943347,-5.975704,18.255207,16.404171,9.123789,1.5961722,17.114841,-7.585243,#5e4fa2,#d23a4e,#f67a49,#f46d43,#9e0142,#fee28f,#5e4fa2,#1f77b4,GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
25,8.60582,5.326186,12.299642,-3.1296835,11.701004,-5.381413,18.224098,15.7735615,9.448612,4.6485868,16.408728,-5.0703816,#5e4fa2,#d23a4e,#c32a4b,#af1446,#c52c4b,#439bb5,#5e4fa2,#1f77b4,GO:0000209,protein polyubiquitination
26,10.342806,2.3002026,11.39658,-3.8774557,12.137128,-6.1427984,18.011818,14.496656,8.436777,4.3488803,15.946016,-5.764342,#5e4fa2,#ad1246,#b61b48,#b41947,#e1504b,#5e4fa2,#5e4fa2,#1f77b4,GO:0000226,microtubule cytoskeleton organization
27,7.133787,6.942734,13.647531,-10.075239,14.425155,-10.247543,25.384317,17.663475,6.9632764,-1.8447543,18.13584,-13.133061,#5e4fa2,#a90d45,#e55749,#e85b48,#fee593,#fdb163,#5e4fa2,#ff7f0e,GO:0000244,spliceosomal tri-snRNP complex assembly
28,7.0975,6.9668264,12.080706,-3.685793,11.61392,-5.874838,20.194155,16.235077,9.164611,3.514754,17.628542,-6.341595,#5e4fa2,#d9444d,#c1274a,#be254a,#9e0142,#fee593,#5e4fa2,#1f77b4,GO:0000245,spliceosomal complex assembly
29,8.823501,3.4894333,14.543282,-8.712587,13.01446,-10.260967,25.049265,17.131157,8.233115,-2.1300874,19.593071,-12.441567,#5e4fa2,#cb334d,#e75948,#e75948,#ba2049,#99d6a4,#5e4fa2,#ff7f0e,GO:0000266,mitochondrial fission
30,6.815487,3.8269112,16.542873,-3.4968739,14.337441,-3.105557,21.349497,19.486996,9.595558,-1.2857401,20.608984,-7.936498,#5e4fa2,#a00343,#f06744,#ef6645,#9e0142,#5e4fa2,#5e4fa2,#9467bd,GO:0000271,polysaccharide biosynthetic process
31,6.836823,4.0239396,16.207212,-3.2827024,14.05605,-2.9140322,21.070528,19.192421,9.643533,-1.353185,20.301119,-7.657907,#5e4fa2,#a90d45,#e1504b,#e2514a,#a20643,#fefebd,#5e4fa2,#9467bd,GO:0000272,polysaccharide catabolic process
32,9.351091,6.7590384,11.258854,-3.3445814,11.923931,-5.914345,17.614464,14.768062,9.224518,4.9880795,15.820769,-5.571146,#5e4fa2,#ad1246,#b41947,#b41947,#496aaf,#5e4fa2,#5e4fa2,#1f77b4,GO:0000278,mitotic cell cycle
33,9.050744,6.684647,11.163491,-3.5651815,11.972618,-6.0634875,17.60439,14.396506,8.376211,4.5165477,15.778096,-5.6350365,#5e4fa2,#ad1246,#b61b48,#b61b48,#c72e4c,#5e4fa2,#5e4fa2,#1f77b4,GO:0000280,nuclear division
34,9.321339,6.0404096,10.597792,-3.8601708,10.62966,-7.400553,17.911537,14.119697,7.656008,4.710359,15.46305,-8.458184,#5e4fa2,#ab0f45,#d7414e,#d9444d,#a00343,#84cea5,#5e4fa2,#9467bd,GO:0000281,mitotic cytokinesis
35,6.720479,6.8921685,11.7309065,-3.591684,10.902614,-6.0838027,18.221706,16.402693,8.519908,4.8137665,17.52327,-4.779041,#5e4fa2,#a20643,#dc484c,#dc484c,#9e0142,#8cd1a4,#5e4fa2,#1f77b4,GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
36,6.686108,6.797371,11.5347805,-6.5758805,12.221865,-8.004924,19.97769,16.35817,8.402783,1.9448925,18.867462,-8.420844,#5e4fa2,#a00343,#e85b48,#e95c47,#9e0142,#fafdb7,#5e4fa2,#d62728,GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening
37,6.839917,7.3517256,12.699716,-9.71711,13.353666,-11.66578,24.976978,18.638802,5.84045,-2.488613,19.37764,-14.218518,#5e4fa2,#c1274a,#ef6645,#ef6645,#a70b44,#f8fcb4,#5e4fa2,#ff7f0e,GO:0000291,"nuclear-transcribed mRNA catabolic process, exonucleolytic"
38,8.697623,3.8006737,12.753081,-3.8328023,12.961364,-6.321839,19.577936,15.602321,10.237344,3.4211106,17.218771,-6.665314,#5e4fa2,#d9444d,#b61b48,#ad1246,#a20643,#5e4fa2,#5e4fa2,#1f77b4,GO:0000302,response to reactive oxygen species
39,8.296843,3.8219686,14.280177,-5.956507,15.539761,-8.464774,21.828085,15.2764015,10.886218,0.1772454,19.002298,-9.341189,#5e4fa2,#a90d45,#df4e4b,#e1504b,#9e0142,#69c3a5,#5e4fa2,#2ca02c,GO:0000303,response to superoxide
40,8.340973,3.8296134,14.198672,-5.9737353,15.387154,-8.402993,21.689777,15.308232,10.865692,0.17722104,18.978228,-9.349127,#5e4fa2,#a90d45,#de4c4b,#de4c4b,#9e0142,#6bc4a5,#5e4fa2,#2ca02c,GO:0000305,response to oxygen radical
41,8.495891,4.905794,13.434388,-9.962247,14.544052,-11.229443,24.62317,18.339092,7.0674496,-2.1626728,18.425032,-12.901127,#5e4fa2,#dc484c,#e2514a,#e3534a,#d23a4e,#fba35c,#5e4fa2,#ff7f0e,GO:0000338,protein deneddylation
42,7.0526013,6.901458,11.907407,-3.8528986,11.339925,-5.70197,19.58832,15.988258,8.831086,4.2036695,17.490011,-5.8087645,#5e4fa2,#af1446,#c1274a,#be254a,#a00343,#bfe5a0,#5e4fa2,#1f77b4,GO:0000375,"RNA splicing, via transesterification reactions"
43,7.1115646,6.9331627,11.942588,-3.8812137,11.368918,-5.6706834,19.549906,15.990706,8.842179,4.1819825,17.52826,-5.9015694,#5e4fa2,#ad1246,#c32a4b,#be254a,#a00343,#bfe5a0,#5e4fa2,#1f77b4,GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"
44,7.089254,6.9375386,12.087966,-4.0810795,11.418784,-5.9371514,19.924704,16.185242,8.941233,3.026886,17.836323,-6.5977354,#5e4fa2,#bc2249,#d43d4f,#d8434e,#9e0142,#f1f9a9,#5e4fa2,#1f77b4,GO:0000380,"alternative mRNA splicing, via spliceosome"
45,7.079358,6.921106,12.029954,-4.0105414,11.391369,-6.08737,19.9643,16.120836,8.84019,2.6050963,17.859434,-6.6051383,#5e4fa2,#a20643,#f57245,#f57547,#9e0142,#fdfebb,#5e4fa2,#1f77b4,GO:0000381,"regulation of alternative mRNA splicing, via spliceosome"
46,7.118202,6.8758945,11.918003,-3.7405074,11.326126,-5.725638,20.76423,15.849447,9.081294,2.917046,16.96603,-7.5519023,#5e4fa2,#a90d45,#eb6046,#ee6445,#9e0142,#fdc372,#5e4fa2,#1f77b4,GO:0000387,spliceosomal snRNP assembly
47,6.7591987,7.0967035,14.138183,-9.440151,14.565494,-11.34679,25.942072,17.28105,6.4840674,-2.5397198,18.962715,-13.251914,#5e4fa2,#a70b44,#e45549,#e75948,#5e4fa2,#fba35c,#5e4fa2,#ff7f0e,GO:0000394,"RNA splicing, via endonucleolytic cleavage and ligation"
48,7.1180277,6.930257,11.982802,-3.826135,11.433003,-5.6527677,19.567215,15.972174,8.83077,4.125535,17.507883,-5.9302874,#5e4fa2,#ad1246,#c32a4b,#be254a,#a00343,#bfe5a0,#5e4fa2,#1f77b4,GO:0000398,"mRNA splicing, via spliceosome"
49,9.346764,4.3784227,13.681312,-5.033246,12.235296,-6.9569554,21.012775,15.930558,9.552882,1.1411312,17.948618,-7.651729,#5e4fa2,#a70b44,#c32a4b,#c52c4b,#a20643,#fdc171,#5e4fa2,#9467bd,GO:0000413,protein peptidyl-prolyl isomerization
50,8.843721,3.240631,13.509861,-4.500223,12.053359,-5.7664585,20.548126,15.240148,10.579265,4.146721,16.73973,-7.5052156,#5e4fa2,#d43d4f,#d0384e,#ba2049,#9e0142,#5e4fa2,#5e4fa2,#1f77b4,GO:0000422,autophagy of mitochondrion
51,8.781006,3.3870964,13.548112,-4.7161927,12.027811,-6.184517,20.481922,15.224603,10.224225,2.9316587,16.878967,-7.484779,#5e4fa2,#a90d45,#dd4a4c,#de4c4b,#9e0142,#aedea3,#5e4fa2,#1f77b4,GO:0000423,mitophagy
52,6.8664293,7.4325943,12.82112,-4.951455,11.169257,-6.633142,20.065197,16.251343,8.632516,1.3602166,17.584154,-7.440223,#5e4fa2,#a00343,#e45549,#e45549,#9e0142,#e9f69d,#5e4fa2,#9467bd,GO:0000460,maturation of 5.8S rRNA
53,6.9973097,7.3442836,12.528181,-4.504062,11.275952,-6.5875173,20.26107,16.562607,8.880703,1.6993283,17.685236,-7.277947,#5e4fa2,#a00343,#ed6246,#ed6246,#a00343,#feeda1,#5e4fa2,#9467bd,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
54,6.9750195,7.2955036,13.29341,-5.018635,11.940407,-6.90652,20.599339,15.941251,9.448162,1.5020256,17.557013,-7.4359355,#5e4fa2,#a00343,#f7844e,#f8864f,#e45549,#fdc372,#5e4fa2,#9467bd,GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
55,6.907925,7.3901234,12.866532,-4.998744,11.046632,-6.534579,20.08722,16.532524,8.493822,1.3534409,17.711454,-7.501153,#5e4fa2,#9e0142,#ea5e47,#ea5e47,#9e0142,#eaf79e,#5e4fa2,#9467bd,GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
56,6.8971634,7.4189825,12.709728,-4.881691,11.058172,-6.513183,20.236559,16.510767,8.513558,1.4682174,17.703592,-7.4436064,#5e4fa2,#a00343,#e45549,#e55749,#9e0142,#e7f59a,#5e4fa2,#9467bd,GO:0000469,cleavage involved in rRNA processing
57,7.006251,7.406978,13.206998,-4.908593,12.170867,-6.99309,20.5306,15.83516,9.127022,1.2740082,17.259876,-7.934257,#5e4fa2,#9e0142,#d8434e,#d7414e,#cb334d,#fed27f,#5e4fa2,#9467bd,GO:0000470,maturation of LSU-rRNA
58,6.9598083,7.3939304,13.063216,-4.939726,11.272482,-6.6433587,20.273603,16.69629,8.93827,1.3413084,17.676031,-7.336191,#5e4fa2,#9e0142,#f7814c,#f7814c,#a00343,#fff5ae,#5e4fa2,#9467bd,GO:0000478,endonucleolytic cleavage involved in rRNA processing
59,6.9626284,7.386906,13.119385,-5.010441,11.271309,-6.604421,20.227015,16.701612,9.013656,1.278778,17.637363,-7.403385,#5e4fa2,#9e0142,#f7814c,#f7814c,#a00343,#fff5ae,#5e4fa2,#9467bd,GO:0000479,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
60,12.99728,1.2301376,12.516403,-8.908627,13.808477,-10.1102495,24.766298,15.750238,6.2680273,-1.6345547,17.340466,-12.507643,#5e4fa2,#ab0f45,#e2514a,#e45549,#5e4fa2,#97d5a4,#5e4fa2,#ff7f0e,GO:0000578,embryonic axis specification
61,8.955155,7.54128,14.2104,-9.758944,14.878748,-11.862997,25.014793,16.850018,6.982336,-2.8742852,18.45939,-14.197337,#5e4fa2,#a70b44,#e55749,#e75948,#5e4fa2,#fee695,#5e4fa2,#ff7f0e,GO:0000722,telomere maintenance via recombination
62,8.651891,7.722242,10.821326,-1.221388,8.472705,-5.2900825,15.844554,12.60791,5.753206,2.3420827,13.566991,-4.8514223,#5e4fa2,#c1274a,#c32a4b,#c9314c,#a40844,#5e4fa2,#5e4fa2,#9467bd,GO:0000723,telomere maintenance
63,9.343709,7.531432,11.561505,-2.9943235,12.115851,-5.131431,18.322155,17.454319,8.981139,4.507492,18.091982,-6.3152704,#5e4fa2,#f88950,#be254a,#ab0f45,#a20643,#76c8a5,#5e4fa2,#1f77b4,GO:0000724,double-strand break repair via homologous recombination
64,9.367569,7.5157104,11.451567,-2.9656835,12.159317,-5.1475005,18.255085,17.5081,9.120747,4.4807577,18.095078,-6.3344116,#5e4fa2,#fcaa5f,#c52c4b,#a90d45,#a20643,#76c8a5,#5e4fa2,#1f77b4,GO:0000725,recombinational repair
65,9.142634,7.402827,14.046789,-9.139029,14.098823,-11.178744,25.385443,17.14106,6.4615703,-2.6881766,18.64753,-13.950072,#5e4fa2,#a20643,#e95c47,#ea5e47,#5e4fa2,#fdb163,#5e4fa2,#ff7f0e,GO:0000727,double-strand break repair via break-induced replication
66,8.940461,7.626555,13.887554,-9.561207,14.400092,-10.657472,25.879486,17.137901,6.625883,-2.6062546,18.379377,-13.565258,#5e4fa2,#a70b44,#e45549,#e75948,#5e4fa2,#fec877,#5e4fa2,#ff7f0e,GO:0000729,DNA double-strand break processing
67,9.312401,7.473838,13.574783,-8.637643,14.457238,-11.178965,21.723097,16.036638,7.8624043,-2.045702,19.258865,-13.237196,#5e4fa2,#f98e52,#e95c47,#e85b48,#9e0142,#fffab6,#5e4fa2,#ff7f0e,GO:0000731,DNA synthesis involved in DNA repair
68,9.215911,4.7225947,13.4743,-7.661886,13.119538,-9.532024,23.127869,16.455496,7.887574,-1.1918218,17.566011,-13.406989,#5e4fa2,#fba35c,#da464d,#d7414e,#9e0142,#ecf7a1,#5e4fa2,#d62728,GO:0000737,"DNA catabolic process, endonucleolytic"
69,14.195209,2.6659973,14.177516,-7.328718,15.224848,-4.612696,22.007244,14.973566,9.501253,0.2250967,16.08191,-10.235433,#5e4fa2,#b41947,#f46d43,#f7814c,#9e0142,#79c9a5,#5e4fa2,#d62728,GO:0000768,syncytium formation by plasma membrane fusion
70,8.950928,6.637819,10.96879,-3.472707,11.846643,-6.024402,17.413881,14.318358,8.179827,4.567718,15.479509,-5.5579815,#5e4fa2,#d9444d,#be254a,#af1446,#ba2049,#5e4fa2,#5e4fa2,#1f77b4,GO:0000819,sister chromatid segregation
71,10.811934,0.8922631,11.66431,-4.8126354,13.63291,-5.689291,19.126892,14.166719,8.474344,3.648531,15.9219,-6.463682,#5e4fa2,#b61b48,#b81e48,#b81e48,#5e4fa2,#5e4fa2,#5e4fa2,#1f77b4,GO:0000902,cell morphogenesis
72,10.828992,0.9230323,11.606643,-4.8498545,13.682681,-5.768266,19.170153,14.094978,8.515589,3.7382257,15.849335,-6.6130185,#5e4fa2,#b41947,#ba2049,#b81e48,#fdfebb,#5e4fa2,#5e4fa2,#1f77b4,GO:0000904,cell morphogenesis involved in differentiation
73,9.252494,6.2654467,10.916006,-3.6046076,10.595317,-7.3916283,17.980976,14.221048,7.7180424,4.703187,15.579631,-8.383455,#5e4fa2,#d7414e,#b41947,#b11747,#a00343,#545ca8,#5e4fa2,#1f77b4,GO:0000910,cytokinesis
74,6.8266764,7.00103,11.819001,-3.5132015,10.88545,-5.923099,18.14988,16.411491,8.580621,4.8559146,17.448221,-4.8376665,#5e4fa2,#bc2249,#be254a,#bc2249,#a00343,#58b2ac,#5e4fa2,#1f77b4,GO:0000956,nuclear-transcribed mRNA catabolic process
75,6.508756,7.1132336,13.834155,-9.039363,13.906761,-10.877769,25.391613,18.022305,7.751895,-2.0750031,19.370388,-12.625457,#5e4fa2,#fed27f,#d8434e,#d9444d,#a00343,#f9fcb5,#5e4fa2,#ff7f0e,GO:0000959,mitochondrial RNA metabolic process
76,6.5818734,7.1426826,13.623078,-9.229352,13.463561,-10.328656,25.1911,17.889355,7.700684,-2.1132262,19.314043,-12.581278,#5e4fa2,#d8434e,#d9444d,#de4c4b,#eb6046,#fff1a8,#5e4fa2,#ff7f0e,GO:0000963,mitochondrial RNA processing
77,6.7416396,7.3277507,13.633396,-10.379693,14.237065,-11.523771,21.127405,16.607641,8.604377,-0.4938826,18.443512,-8.930985,#5e4fa2,#fcfeba,#e45549,#e75948,#9e0142,#f3faac,#5e4fa2,#ff7f0e,GO:0000966,RNA 5'-end processing
78,9.307141,3.3868847,13.153521,-3.6630998,12.822575,-6.3958797,21.689623,16.705408,9.196275,1.0816853,17.616169,-8.358177,#5e4fa2,#fdaf62,#b61b48,#b61b48,#9e0142,#5e4fa2,#5e4fa2,#1f77b4,GO:0001101,response to acid chemical
79,8.896743,7.644465,14.603756,-9.211915,15.132975,-10.981737,24.725842,17.10828,7.5815377,-2.5908155,18.731653,-13.34641,#5e4fa2,#a90d45,#e45549,#e75948,#5e4fa2,#fffbb8,#5e4fa2,#ff7f0e,GO:0001325,formation of extrachromosomal circular DNA
80,13.494346,1.2161984,12.842836,-3.1847105,14.345606,-5.297406,23.811634,15.2381,9.591438,3.661043,16.58966,-5.9591236,#5e4fa2,#da464d,#be254a,#af1446,#d7414e,#5e4fa2,#5e4fa2,#1f77b4,GO:0001501,skeletal system development
81,13.60803,1.4937453,12.536055,-3.6047533,14.377179,-5.4702296,22.194927,15.935628,9.901652,3.3821108,16.903296,-5.7986774,#5e4fa2,#cb334d,#b11747,#af1446,#ab0f45,#5e4fa2,#5e4fa2,#1f77b4,GO:0001503,ossification
82,8.31681,0.9277126,14.899293,-6.1423845,13.847113,-9.015046,22.44027,14.829182,10.793484,-0.48632252,19.231068,-10.37377,#5e4fa2,#e95c47,#dd4a4c,#df4e4b,#c1274a,#6bc4a5,#5e4fa2,#ff7f0e,GO:0001504,neurotransmitter uptake
83,8.898599,1.1524359,13.044393,-1.9464688,14.393728,-5.776309,20.614115,14.829731,12.330982,1.0857229,20.374554,-5.871728,#5e4fa2,#ba2049,#c52c4b,#c52c4b,#9e0142,#5e4fa2,#5e4fa2,#1f77b4,GO:0001505,regulation of neurotransmitter levels
84,8.143586,-0.54021513,16.262093,-6.1727624,16.59639,-7.0438914,22.980253,12.8233185,12.822812,-0.25562546,20.864143,-4.542008,#5e4fa2,#a20643,#d7414e,#d7414e,#a00343,#5e4fa2,#5e4fa2,#9467bd,GO:0001508,action potential
85,6.6337624,7.144222,11.699281,-3.2713537,11.059454,-5.3985896,19.87364,16.352898,9.143818,2.33995,16.692793,-6.678963,#5e4fa2,#c72e4c,#bc2249,#be254a,#9e0142,#fffebe,#5e4fa2,#1f77b4,GO:0001510,RNA methylation
86,5.4335585,2.2336988,15.788083,-3.9489052,11.669109,-9.031664,21.778265,18.322245,10.101408,-0.1296261,20.129858,-8.662104,#5e4fa2,#a40844,#df4e4b,#df4e4b,#a20643,#47a0b3,#5e4fa2,#9467bd,GO:0001516,prostaglandin biosynthetic process
87,7.324864,7.571894,13.219566,-9.717457,13.803336,-11.643796,20.729856,15.91224,6.052727,-2.136457,18.54508,-13.679956,#5e4fa2,#dd4a4c,#de4c4b,#de4c4b,#c72e4c,#feda86,#5e4fa2,#ff7f0e,GO:0001522,pseudouridine synthesis
88,5.512934,2.5030322,14.421856,-8.119162,14.889287,-10.655995,24.285744,17.684483,8.282701,-1.3430507,19.37941,-12.972703,#5e4fa2,#b61b48,#e55749,#e75948,#fa9857,#e7f59a,#5e4fa2,#ff7f0e,GO:0001523,retinoid metabolic process
89,12.4676695,3.0178828,13.580959,-3.5779688,13.413778,-4.873029,19.151367,15.121159,8.932127,3.1565728,16.594429,-6.549741,#5e4fa2,#bc2249,#b81e48,#b61b48,#e3534a,#5e4fa2,#5e4fa2,#1f77b4,GO:0001525,angiogenesis
90,10.269762,2.520015,14.283641,-10.539188,14.472542,-12.336217,26.02873,18.142414,6.6794906,-3.5998127,18.673048,-14.692919,#5e4fa2,#f57547,#de4c4b,#de4c4b,#a20643,#d1ed9c,#5e4fa2,#ff7f0e,GO:0001539,cilium or flagellum-dependent cell motility
91,10.602963,2.965044,13.414868,-6.1193504,13.14389,-7.498828,20.765963,16.053167,9.112004,2.848588,19.30238,-9.448739,#5e4fa2,#ddf19a,#d9444d,#b61b48,#9e0142,#358bbc,#5e4fa2,#2ca02c,GO:0001541,ovarian follicle development
92,10.453267,3.131598,13.048789,-8.866006,13.5620775,-9.994776,25.498703,16.496275,7.7363124,-2.5420623,19.148453,-12.795847,#5e4fa2,#af1446,#dd4a4c,#df4e4b,#466eb1,#eaf79e,#5e4fa2,#ff7f0e,GO:0001556,oocyte maturation
93,10.875903,0.6021669,12.416278,-3.2914388,13.3313875,-5.247115,19.05885,14.226174,8.954142,3.9835505,15.900862,-6.4344635,#5e4fa2,#cb334d,#b81e48,#b61b48,#df4e4b,#5e4fa2,#5e4fa2,#1f77b4,GO:0001558,regulation of cell growth
